Status,Ano,Date,Description,CATEGORY,Amount,Cartao
,2016,01 March 2016,CX ITAU AL VIEIRA DE,PAGAMENTOS,30.00,
,2016,28 February 2016,conta água,MORADIA,62.00,
,2016,27 February 2016,Cabelo,BELEZA,30.00,
,2016,27 February 2016,mafre,SEGUROS,260.00,
,2016,26 February 2016,PIC (3/21),INVESTIMENTO,82.00,
,2016,26 February 2016,TIM Erick & Aline,TELEFONIA,100.00,
,2016,25 February 2016,AUTO POSTO MIRO,TRANSPORTE,135.53,
,2016,25 February 2016,SACOLAO SAUDE ST,ALIMENTAÇÃO,131.03,
,2016,25 February 2016,COOP Capuava farmácia,SAÚDE,161.61,
,2016,25 February 2016,DROGARIA BIFARMA,SAÚDE,7.72,
,2016,25 February 2016,A POSTO I BATISTUCCI L,TRANSPORTE,50.00,
,2016,25 February 2016,fralda Renato,PRESENTES,27.00,
,2016,25 February 2016,CASA DE CARNES GRANDES,ALIMENTAÇÃO,14.65,
,2016,25 February 2016,COOP CAPUAVA,ALIMENTAÇÃO,37.82,
,2016,25 February 2016,CARREFOUR PSO 409,TRANSPORTE,97.99,
,2016,25 February 2016,SAGRADO CORACAO,ALIMENTAÇÃO,27.78,
,2016,25 February 2016,HITAMAX MINIMERCADO,ALIMENTAÇÃO,10.69,
,2016,25 February 2016,DROGARIA AMERICA DO SU,SAÚDE,16.00,
,2016,25 February 2016,PASTELARIA NAITO,LAZER,30.00,
,2016,25 February 2016,CARREFOUR PSO 409,TRANSPORTE,83.04,
,2016,25 February 2016,SUP CENT ST ANDRE 2800,ALIMENTAÇÃO,38.68,
,2016,25 February 2016,Frango,ALIMENTAÇÃO,30.75,
,2016,25 February 2016,SACOLAO SAUDE ST,ALIMENTAÇÃO,80.40,
,2016,25 February 2016,COOP CAPUAVA,ALIMENTAÇÃO,42.85,
,2016,25 February 2016,LAVA RAPIDO POHL,COROLLA,30.00,
,2016,25 February 2016,PRECOLANDIA SANTO,PRESENTES,29.90,
,2016,25 February 2016,LOJAS AMERICANAS,PRESENTES,14.98,
,2016,25 February 2016,AUTO POSTO MIRO,TRANSPORTE,52.50,
,2016,25 February 2016,HITAMAX,ALIMENTAÇÃO,12.94,
,2016,25 February 2016,SACOLAO SAUDE ST,ALIMENTAÇÃO,36.86,
,2016,25 February 2016,PASTELARIA NAITO,FAST FOOD,15.50,
,2016,25 February 2016,JIN JIN,FAST FOOD,20.86,
,2016,25 February 2016,SUP CENT ST ANDRE 2800,ALIMENTAÇÃO,70.00,
,2016,25 February 2016,RAIA DROGASIL 549,ALIMENTAÇÃO,7.19,
,2016,25 February 2016,EXTRACOM,PRESENTES,57.99,
,2016,25 February 2016,Roupas,ROUPA,78.00,
,2016,25 February 2016,café,FAST FOOD,4.40,
,2016,25 February 2016,AUTO POSTO MIRO,TRANSPORTE,53.58,
,2016,25 February 2016,CARREFOUR 409 PSC,TRANSPORTE,110.33,
,2016,25 February 2016,LOJAS RENNER FL 2,ROUPA,59.70,
,2016,25 February 2016,EXTRA 1338,LAZER,44.28,
,2016,25 February 2016,SUPERMERCADO ALVO,LAZER,177.00,
,2016,25 February 2016,FERRAGENS MARUKAI LTDA,EQUIPAMENTOS,25.70,
,2016,25 February 2016,HITAMAX MINIMERCADO,ALIMENTAÇÃO,12.00,
,2016,25 February 2016,CARREFOUR PSO 409,TRANSPORTE,123.02,
,2016,25 February 2016,SACOLAO SAUDE ST,ALIMENTAÇÃO,145.55,
,2016,25 February 2016,farmácia,SAÚDE,132.00,
,2016,25 February 2016,KARTEX DESCARTAVEIS,ALIMENTAÇÃO,13.40,
,2016,25 February 2016,COOP CAPUAVA,ALIMENTAÇÃO,80.89,
,2016,25 February 2016,COOP CAPUAVA,SAÚDE,12.75,
,2016,25 February 2016,SUPERMERCADO PERI,ALIMENTAÇÃO,9.93,
,2016,25 February 2016,PAES E DOCES MICH,FAST FOOD,26.16,
,2016,24 February 2016,FERRAZ GR,LAZER,14.60,
,2016,23 February 2016,BCO24H,PAGAMENTOS,100.00,
,2016,22 February 2016,Vivo,TELEFONIA,80.00,
,2016,21 February 2016,Tapioca,FAST FOOD,23.00,
,2016,21 February 2016,HITAMAX M,ALIMENTAÇÃO,4.93,
,2016,21 February 2016,luz,MORADIA,120.00,
,2016,20 February 2016,BCO24H,PAGAMENTOS,27.00,
,2016,20 February 2016,HITAMAX M,ALIMENTAÇÃO,5.86,
,2016,18 February 2016,Mel,ALIMENTAÇÃO,25.00,
,2016,16 February 2016,Portão automático,MORADIA,100.00,
,2016,16 February 2016,vigia,MORADIA,45.00,
,2016,15 February 2016,kung fu,EDUCAÇÃO,120.00,
,2016,15 February 2016,convênio,SAÚDE,278.00,
,2016,13 February 2016,Saque,PAGAMENTOS,50.00,
,2016,13 February 2016,Pizza,FAST FOOD,30.00,
,2016,10 February 2016,banco,PAGAMENTOS,48.00,
,2016,10 February 2016,FERRAZ GR,LAZER,19.84,
,2016,10 February 2016,material ingles (3/3),EDUCAÇÃO,100.00,
,2016,07 February 2016,NETFLIX.COM,TELEFONIA,19.90,
,2016,07 February 2016,07-02 feira,ALIMENTAÇÃO,26.00,
,2016,07 February 2016,07-02 Gasolina,TRANSPORTE,50.00,
,2016,06 February 2016,CLAUDIO M SIMOES,FAST FOOD,18.00,
,2016,05 February 2016,BCO24H,PAGAMENTOS,100.00,
,2016,05 February 2016,A P IRMAO,TRANSPORTE,96.00,
,2016,05 February 2016,OTICA JOV,ROUPA,95.00,
,2016,04 February 2016,climatizador,EQUIPAMENTOS,67.00,
,2016,03 February 2016,FERRAZ GR,LAZER,18.30,
,2016,01 February 2016,01-02 Gasolina,TRANSPORTE,30.00,
,2016,01 February 2016,ATACADAO,ALIMENTAÇÃO,367.65,
,2016,01 February 2016,Reserva Corolla,COROLLA,560.00,
,2016,30 January 2016,conta água,MORADIA,62.00,
,2016,27 January 2016,Almoço Ferraz,LAZER,25.00,
,2016,27 January 2016,Cabelo,BELEZA,30.00,
,2016,27 January 2016,mafre,SEGUROS,260.00,
,2016,26 January 2016,PIC (2/21),INVESTIMENTO,82.00,
,2016,26 January 2016,TIM Erick & Aline,TELEFONIA,100.00,
,2016,25 January 2016,cortina da sala  (10/10),BELEZA,78.00,
,2016,25 January 2016,06-10 passagem RJ (4/4),EDUCAÇÃO,60.00,
,2016,25 January 2016,RAJ K716 (3/3),ROUPA,44.99,
,2016,25 January 2016,FERRAZ GRILL,LAZER,18.34,
,2016,25 January 2016,A POSTO I BATISTUCCI L,TRANSPORTE,134.00,
,2016,25 January 2016,COOP CAPUAVA,ALIMENTAÇÃO,18.99,
,2016,25 January 2016,ASSAI ATACADISTA,ALIMENTAÇÃO,505.00,
,2016,25 January 2016,SACOLAO SAUDE ST,ALIMENTAÇÃO,85.85,
,2016,25 January 2016,PASTELARIA NAITO,FAST FOOD,16.00,
,2016,25 January 2016,RAMOS PESCADOS,FAST FOOD,11.44,
,2016,25 January 2016,COOP Capuava farmácia,SAÚDE,17.65,
,2016,25 January 2016,AUTO POSTO MIRO,TRANSPORTE,130.44,
,2016,25 January 2016,SACOLAO SAUDE ST,ALIMENTAÇÃO,145.52,
,2016,25 January 2016,AUTO POSTO MIRO,TRANSPORTE,130.01,
,2016,25 January 2016,HITAMAX MINIMERCADO,ALIMENTAÇÃO,12.56,
,2016,25 January 2016,SACOLAO SAUDE ST,ALIMENTAÇÃO,59.65,
,2016,25 January 2016,PASTELARIA NAITO,FAST FOOD,16.00,
,2016,25 January 2016,FERRAZ GRILL,LAZER,18.42,
,2016,25 January 2016,fralda Celso,PRESENTES,46.00,
,2016,25 January 2016,pen drive,EQUIPAMENTOS,37.00,
,2016,25 January 2016,CARREFOUR PSO 409,TRANSPORTE,89.12,
,2016,25 January 2016,RAMOS PESCADOS,FAST FOOD,30.19,
,2016,25 January 2016,KARTEX DESCARTAVEIS,ALIMENTAÇÃO,48.50,
,2016,25 January 2016,SACOLAO SAUDE ST,ALIMENTAÇÃO,185.22,
,2016,25 January 2016,COOP CAPUAVA,ALIMENTAÇÃO,21.00,
,2016,25 January 2016,2109 [ CINEMARK G,LAZER,35.00,
,2016,25 January 2016,BRUTI S CAFE,ALIMENTAÇÃO,12.00,
,2016,25 January 2016,FERRAZ GRILL,LAZER,18.75,
,2016,24 January 2016,BCO24H,PAGAMENTOS,80.00,
,2016,22 January 2016,Vivo,TELEFONIA,80.00,
,2016,21 January 2016,luz,MORADIA,120.00,
,2016,20 January 2016,FERRAZ GR,LAZER,17.18,
,2016,16 January 2016,Feira,ALIMENTAÇÃO,10.00,
,2016,16 January 2016,vigia,MORADIA,45.00,
,2016,15 January 2016,HITAMAX M,ALIMENTAÇÃO,11.96,
,2016,15 January 2016,kung fu,EDUCAÇÃO,120.00,
,2016,15 January 2016,convênio,SAÚDE,278.00,
,2016,10 January 2016,banco,PAGAMENTOS,48.00,
,2016,10 January 2016,material ingles (2/3),EDUCAÇÃO,100.00,
,2016,09 January 2016,HITAMAX,ALIMENTAÇÃO,5.60,
,2016,09 January 2016,FERRAGENS,EQUIPAMENTOS,8.30,
,2016,08 January 2016,HITAMAX M,ALIMENTAÇÃO,8.80,
,2016,07 January 2016,NETFLIX.COM,TELEFONIA,19.90,
,2016,06 January 2016,Reserva Corolla,COROLLA,560.00,
,2016,05 January 2016,Gas Ricardo,TERCEIROS,15.00,
,2016,04 January 2016,Açougue,ALIMENTAÇÃO,35.00,
,2015,30 December 2015,conta água,MORADIA,62.00,
,2015,28 December 2015,cortina da sala  (9/10),BELEZA,78.00,
,2015,28 December 2015,secador (6/6),EQUIPAMENTOS,37.33,
,2015,28 December 2015,18-07 tênis (5/5),ROUPA,52.00,
,2015,28 December 2015,aparelho de pressão  (4/4),EQUIPAMENTOS,31.50,
,2015,28 December 2015,anuidade visa (3/3),PAGAMENTOS,61.33,
,2015,28 December 2015,manutenção corolla 190k (4/4),COROLLA,193.75,
,2015,28 December 2015,04-10 fraldas (3/3),PET,25.66,
,2015,28 December 2015,06-10 passagem RJ (3/4),EDUCAÇÃO,60.00,
,2015,28 December 2015,RAJ K716 (2/3),ROUPA,44.99,
,2015,28 December 2015,HABIBS ITAMARATI,LAZER,29.15,
,2015,28 December 2015,15-11 mercado,ALIMENTAÇÃO,101.52,
,2015,28 December 2015,18-11 gasolina,TRANSPORTE,170.00,
,2015,28 December 2015,HITAMAX,ALIMENTAÇÃO,8.19,
,2015,28 December 2015,20-11 feira,ALIMENTAÇÃO,105.00,
,2015,28 December 2015,20-11 frango,ALIMENTAÇÃO,19.00,
,2015,28 December 2015,PAGSEGUROUOL*CafeLanch,ALIMENTAÇÃO,12.00,
,2015,28 December 2015,PIZZARIA DONATELLO S,LAZER,75.70,
,2015,28 December 2015,remédio Aline,SAÚDE,69.58,
,2015,28 December 2015,COOP CAPUAVA,EQUIPAMENTOS,21.75,
,2015,28 December 2015,23-11 Gasolina,TRANSPORTE,60.00,
,2015,28 December 2015,KILOUCURA RESTAURANTE,INVESTIMENTO,17.90,
,2015,28 December 2015,café,INVESTIMENTO,7.40,
,2015,28 December 2015,pastel,LAZER,16.00,
,2015,28 December 2015,SACOLAO SAUDE ST,ALIMENTAÇÃO,94.47,
,2015,28 December 2015,CARREFOUR PSO 409,TRANSPORTE,115.72,
,2015,28 December 2015,MERCADOPAGO,EQUIPAMENTOS,32.00,
,2015,28 December 2015,ESQUINA DA FE,SAÚDE,10.45,
,2015,28 December 2015,HITAMAX,ALIMENTAÇÃO,8.69,
,2015,28 December 2015,SACOLAO SAUDE ST,ALIMENTAÇÃO,110.97,
,2015,28 December 2015,gasolina,TRANSPORTE,50.00,
,2015,28 December 2015,COOP CAPUAVA,ALIMENTAÇÃO,19.68,
,2015,28 December 2015,DROGARIA CENTRAL,SAÚDE,19.00,
,2015,28 December 2015,COOP CAPUAVA,ALIMENTAÇÃO,15.87,
,2015,28 December 2015,SHOWCOLAT,LAZER,15.00,
,2015,28 December 2015,PADARIA PAO PAULINOS,FAST FOOD,8.80,
,2015,28 December 2015,07-12 gasolina,TRANSPORTE,121.00,
,2015,28 December 2015,07-12 coop,ALIMENTAÇÃO,28.60,
,2015,28 December 2015,fralda Regiane,PRESENTES,44.00,
,2015,28 December 2015,03-12 hitamax 2,ALIMENTAÇÃO,12.00,
,2015,28 December 2015,09-12 padaria,ALIMENTAÇÃO,14.00,
,2015,28 December 2015,COOP CAPUAVA,LAZER,22.75,
,2015,28 December 2015,FERRAZ GRILL,LAZER,22.25,
,2015,28 December 2015,A POSTO I BATISTUCCI L,TRANSPORTE,123.00,
,2015,28 December 2015,SACOLAO SAUDE ST,ALIMENTAÇÃO,98.38,
,2015,28 December 2015,PADARIA PAO PAULINOS,FAST FOOD,5.85,
,2015,28 December 2015,PADARIA PAO PAULINOS,ALIMENTAÇÃO,10.25,
,2015,28 December 2015,PADARIA PAO PAULINOS,FAST FOOD,14.60,
,2015,28 December 2015,SAGRADO CORACAO açougue,ALIMENTAÇÃO,27.18,
,2015,27 December 2015,Cabelo,BELEZA,30.00,
,2015,27 December 2015,mafre,SEGUROS,260.00,
,2015,26 December 2015,PIC (1/21),INVESTIMENTO,82.00,
,2015,26 December 2015,TIM Erick & Aline,TELEFONIA,100.00,
,2015,24 December 2015,HITAMAX M,FAST FOOD,9.62,
,2015,24 December 2015,PADARIA P,ALIMENTAÇÃO,7.85,
,2015,23 December 2015,BCO24H,PAGAMENTOS,50.00,
,2015,22 December 2015,Vivo,TELEFONIA,80.00,
,2015,21 December 2015,luz,MORADIA,113.00,
,2015,21 December 2015,lichia,ALIMENTAÇÃO,30.00,
,2015,21 December 2015,vivo cel,TELEFONIA,15.00,
,2015,20 December 2015,HITAMAX,ALIMENTAÇÃO,2.29,
,2015,19 December 2015,HITAMAX,ALIMENTAÇÃO,2.29,
,2015,19 December 2015,Palmito,ALIMENTAÇÃO,12.00,
,2015,19 December 2015,PAGSEGURO ovos,ALIMENTAÇÃO,13.00,
,2015,18 December 2015,BCO24H,PAGAMENTOS,38.00,
,2015,18 December 2015,EXTRA FAR,SAÚDE,8.98,
,2015,17 December 2015,HITAMAX M,FAST FOOD,4.33,
,2015,16 December 2015,COOP CAPU,ALIMENTAÇÃO,25.21,
,2015,16 December 2015,vigia,MORADIA,45.00,
,2015,15 December 2015,convênio,SAÚDE,260.00,
,2015,15 December 2015,kung fu,EDUCAÇÃO,120.00,
,2015,10 December 2015,banco,PAGAMENTOS,48.00,
,2015,10 December 2015,material ingles (1/3),EDUCAÇÃO,100.00,
,2015,09 December 2015,BCO24H,PAGAMENTOS,50.00,
,2015,08 December 2015,Claro fixo,TELEFONIA,44.00,
,2015,07 December 2015,NETFLIX.COM,TELEFONIA,19.90,
,2015,06 December 2015,MR PRETZE,LAZER,24.00,
,2015,02 December 2015,02-12 almoço,LAZER,18.00,
,2015,30 November 2015,conta água,MORADIA,62.00,
,2015,29 November 2015,Feira,ALIMENTAÇÃO,8.00,
,2015,27 November 2015,Cabelo,BELEZA,30.00,
,2015,27 November 2015,mafre,SEGUROS,260.00,
,2015,25 November 2015,cortina da sala  (8/10),BELEZA,78.00,
,2015,25 November 2015,08-04 guitarra (8/8),EQUIPAMENTOS,54.00,
,2015,25 November 2015,secador (5/6),EQUIPAMENTOS,37.33,
,2015,25 November 2015,18-07 tênis (4/5),ROUPA,52.00,
,2015,25 November 2015,uol aline (4/4),PAGAMENTOS,30.50,
,2015,25 November 2015,aparelho de pressão  (3/4),EQUIPAMENTOS,31.50,
,2015,25 November 2015,remédio Aline  (3/3),SAÚDE,25.00,
,2015,25 November 2015,manutenção corolla 190k (3/4),COROLLA,193.75,
,2015,25 November 2015,anuidade visa (2/3),PAGAMENTOS,61.33,
,2015,25 November 2015,escada e mangueira  (2/2),EQUIPAMENTOS,93.50,
,2015,25 November 2015,04-10 fraldas (2/3),PET,25.66,
,2015,25 November 2015,06-10 passagem RJ (2/4),EDUCAÇÃO,60.00,
,2015,25 November 2015,17-10 feira,ALIMENTAÇÃO,90.00,
,2015,25 November 2015,Tim,TELEFONIA,70.00,
,2015,25 November 2015,"HITAMAX MINIMERCADO, RS 14,99 [ 23/10/2015 [ 15h07. Utilizado 80% limite.",ALIMENTAÇÃO,14.99,
,2015,25 November 2015,28-10 farma,SAÚDE,7.00,
,2015,25 November 2015,FERRAZ GRILL,LAZER,15.40,
,2015,25 November 2015,"COOP CAPUAVA, RS 9,58 [ 28/10/2015 [ 15h45. Utilizado 80% limite.",ALIMENTAÇÃO,9.58,
,2015,25 November 2015,COOP CAPUAVA,ALIMENTAÇÃO,29.43,
,2015,25 November 2015,SACOLAO SAUDE ST,ALIMENTAÇÃO,65.80,
,2015,25 November 2015,31-10 gasolina,TRANSPORTE,98.00,
,2015,25 November 2015,31-10 carrefour,ALIMENTAÇÃO,73.00,
,2015,25 November 2015,açougue,ALIMENTAÇÃO,35.00,
,2015,25 November 2015,MONIGAS,ALIMENTAÇÃO,53.00,
,2015,25 November 2015,ESQUINA DA FE,SAÚDE,19.78,
,2015,25 November 2015,FERRAZ GRILL,LAZER,14.07,
,2015,25 November 2015,COOP CAPUAVA,ALIMENTAÇÃO,57.42,
,2015,25 November 2015,NETFLIX.COM,LAZER,19.90,
,2015,25 November 2015,bateria controle,EQUIPAMENTOS,26.00,
,2015,25 November 2015,AUTO P POLO PETROQUIMIC,TRANSPORTE,50.00,
,2015,25 November 2015,net Flux,LAZER,17.00,
,2015,25 November 2015,RAJ K716 (1/3),ROUPA,44.99,
,2015,25 November 2015,FIESCOT,ROUPA,99.90,
,2015,25 November 2015,ICE MELLO SORVETE,LAZER,19.70,
,2015,25 November 2015,mercado mês,ALIMENTAÇÃO,334.00,
,2015,25 November 2015,11-11 mercado,ALIMENTAÇÃO,71.00,
,2015,25 November 2015,CARREFOUR PSO 409,TRANSPORTE,118.79,
,2015,25 November 2015,SACOLAO SAUDE ST,ALIMENTAÇÃO,82.45,
,2015,25 November 2015,NIVALMIX vivo,ALIMENTAÇÃO,12.00,
,2015,25 November 2015,anticoncepcional,SAÚDE,23.00,
,2015,25 November 2015,PIC,INVESTIMENTO,82.00,
,2015,25 November 2015,wallmart,ALIMENTAÇÃO,39.00,
,2015,25 November 2015,previsão alimentação 2.0,ALIMENTAÇÃO,100.00,
,2015,25 November 2015,Transporte abendi,INVESTIMENTO,21.00,
,2015,24 November 2015,Taxi,INVESTIMENTO,13.00,
,2015,23 November 2015,Seguro corolla (4/4),COROLLA,577.00,
,2015,23 November 2015,Saque,PAGAMENTOS,70.00,
,2015,22 November 2015,Vivo,TELEFONIA,80.00,
,2015,21 November 2015,luz,MORADIA,116.00,
,2015,16 November 2015,vigia,MORADIA,45.00,
,2015,15 November 2015,convênio,SAÚDE,228.00,
,2015,15 November 2015,kung fu,EDUCAÇÃO,120.00,
,2015,10 November 2015,banco,PAGAMENTOS,48.00,
,2015,08 November 2015,Claro fixo,TELEFONIA,22.00,
,2015,05 November 2015,inglês,EDUCAÇÃO,100.00,
,2015,02 November 2015,Feira 23-10,ALIMENTAÇÃO,87.00,
,2015,02 November 2015,Gasolina 24-10,TRANSPORTE,74.00,
,2015,02 November 2015,Gasolina 17-10,TRANSPORTE,106.00,
,2015,30 October 2015,conta água,MORADIA,58.00,
,2015,27 October 2015,Cabelo,BELEZA,30.00,
,2015,27 October 2015,mafre,SEGUROS,260.00,
,2015,25 October 2015,aparelho de pressão  (2/4),EQUIPAMENTOS,31.50,
,2015,25 October 2015,mercado,ALIMENTAÇÃO,10.00,
,2015,25 October 2015,vacina,PET,95.00,
,2015,25 October 2015,manutenção corolla 190k (2/4),COROLLA,193.75,
,2015,25 October 2015,17-09 mercado,ALIMENTAÇÃO,46.00,
,2015,25 October 2015,compra mês complemento,ALIMENTAÇÃO,96.00,
,2015,25 October 2015,net Flux,LAZER,17.00,
,2015,25 October 2015,07-09 vet puka (2/2),PET,107.00,
,2015,25 October 2015,10-10 farmácia,SAÚDE,19.00,
,2015,25 October 2015,10-10 walmart leite,ALIMENTAÇÃO,43.00,
,2015,25 October 2015,08-10 gasolina,TRANSPORTE,101.00,
,2015,25 October 2015,06-10 passagem RJ (1/4),EDUCAÇÃO,60.00,
,2015,25 October 2015,06-10 taxa azul,EDUCAÇÃO,50.00,
,2015,25 October 2015,04-10 fraldas (1/3),PET,25.66,
,2015,25 October 2015,Tim,TELEFONIA,70.00,
,2015,25 October 2015,10-10 feira,ALIMENTAÇÃO,81.00,
,2015,25 October 2015,11-10 mercado,ALIMENTAÇÃO,15.00,
,2015,25 October 2015,cortina da sala  (7/10),BELEZA,78.00,
,2015,25 October 2015,secador (4/6),EQUIPAMENTOS,37.33,
,2015,25 October 2015,18-09 mercado,ALIMENTAÇÃO,49.00,
,2015,25 October 2015,esfirra,FAST FOOD,24.00,
,2015,25 October 2015,mercado mês,ALIMENTAÇÃO,330.00,
,2015,25 October 2015,19-02 extra lençol e fonte (8/8),ROUPA,52.00,
,2015,25 October 2015,feira,ALIMENTAÇÃO,115.00,
,2015,25 October 2015,coop misto quente,LAZER,32.00,
,2015,25 October 2015,temaki,LAZER,55.00,
,2015,25 October 2015,champanhe,LAZER,37.00,
,2015,25 October 2015,anuidade visa (1/3),PAGAMENTOS,61.33,
,2015,25 October 2015,feira,ALIMENTAÇÃO,20.00,
,2015,25 October 2015,02-10 mercado,ALIMENTAÇÃO,29.00,
,2015,25 October 2015,20-09 wallmart,ALIMENTAÇÃO,56.00,
,2015,25 October 2015,26-09 cooperativa,ALIMENTAÇÃO,23.00,
,2015,25 October 2015,27-09 cooperativa,ALIMENTAÇÃO,44.00,
,2015,25 October 2015,28-09 cooperativa,ALIMENTAÇÃO,21.00,
,2015,25 October 2015,17-09 Gasolina,TRANSPORTE,98.00,
,2015,25 October 2015,28-09 gasolina,TRANSPORTE,96.00,
,2015,25 October 2015,frango,ALIMENTAÇÃO,20.00,
,2015,25 October 2015,PIC,INVESTIMENTO,82.00,
,2015,25 October 2015,08-04 guitarra (7/8),EQUIPAMENTOS,54.00,
,2015,25 October 2015,19-07 fralda puka (3/3),PET,30.00,
,2015,25 October 2015,18-07 tênis (3/5),ROUPA,52.00,
,2015,25 October 2015,uol aline (3/4),PAGAMENTOS,30.50,
,2015,25 October 2015,remédio Aline  (2/3),SAÚDE,25.00,
,2015,25 October 2015,escada e mangueira  (1/2),EQUIPAMENTOS,93.50,
,2015,23 October 2015,Seguro corolla (3/4),COROLLA,577.00,
,2015,22 October 2015,BCO24H,PAGAMENTOS,50.00,
,2015,21 October 2015,luz,MORADIA,171.00,
,2015,17 October 2015,Torneira tanque,EQUIPAMENTOS,50.00,
,2015,17 October 2015,Empréstimo autêntica  (3/20),PAGAMENTOS,200.00,
,2015,16 October 2015,POSTO SAT,TRANSPORTE,20.00,
,2015,16 October 2015,16-10 almoço ferraz,LAZER,19.00,
,2015,16 October 2015,vigia,MORADIA,45.00,
,2015,15 October 2015,convênio,SAÚDE,228.00,
,2015,15 October 2015,kung fu,EDUCAÇÃO,120.00,
,2015,14 October 2015,Mercado,ALIMENTAÇÃO,14.00,
,2015,13 October 2015,13-10 gasolina,TRANSPORTE,73.00,
,2015,10 October 2015,banco,PAGAMENTOS,45.00,
,2015,08 October 2015,Claro fixo,TELEFONIA,32.00,
,2015,07 October 2015,07-10 almoço ferraz,LAZER,16.00,
,2015,05 October 2015,inglês,EDUCAÇÃO,100.00,
,2015,04 October 2015,Ônibus Aline,PAGAMENTOS,20.00,
,2015,04 October 2015,feira,ALIMENTAÇÃO,115.00,
,2015,03 October 2015,Torneira,EQUIPAMENTOS,18.00,
,2015,03 October 2015,curso Erick (3/12),EDUCAÇÃO,190.00,
,2015,03 October 2015,01-10 gasolina,TRANSPORTE,108.00,
,2015,01 October 2015,01-10 almoço ferraz,LAZER,13.00,
,2015,01 October 2015,01-10 saque,PAGAMENTOS,45.00,
,2015,30 September 2015,conta água,MORADIA,55.00,
,2015,29 September 2015,Saque,PAGAMENTOS,60.00,
,2015,28 September 2015,churros,FAST FOOD,18.00,
,2015,27 September 2015,Cabelo,BELEZA,30.00,
,2015,27 September 2015,mafre,SEGUROS,260.00,
,2015,25 September 2015,Tim,TELEFONIA,70.00,
,2015,25 September 2015,19-02 extra lençol e fonte (7/8),ROUPA,52.00,
,2015,25 September 2015,cortina da sala  (6/10),BELEZA,78.00,
,2015,25 September 2015,08-04 guitarra (6/8),EQUIPAMENTOS,54.00,
,2015,25 September 2015,óculos  (4/4),SAÚDE,52.50,
,2015,25 September 2015,suspensão corolla (3/3),COROLLA,166.66,
,2015,25 September 2015,secador (3/6),EQUIPAMENTOS,37.33,
,2015,25 September 2015,uol aline (2/4),PAGAMENTOS,30.50,
,2015,25 September 2015,18-07 tênis (2/5),ROUPA,52.00,
,2015,25 September 2015,19-07 fralda puka (2/3),PET,30.00,
,2015,25 September 2015,15-08 feira,ALIMENTAÇÃO,140.00,
,2015,25 September 2015,16-08 gasolina,TRANSPORTE,95.00,
,2015,25 September 2015,22-08 Gasolina,TRANSPORTE,100.00,
,2015,25 September 2015,22-08 compra,ALIMENTAÇÃO,280.00,
,2015,25 September 2015,22-08 feira,ALIMENTAÇÃO,140.00,
,2015,25 September 2015,20-08 coop,ALIMENTAÇÃO,50.00,
,2015,25 September 2015,24-08 mercado,ALIMENTAÇÃO,14.00,
,2015,25 September 2015,vacina,PET,127.00,
,2015,25 September 2015,29-08 Gasolina,TRANSPORTE,99.00,
,2015,25 September 2015,29-08 pastel,ALIMENTAÇÃO,20.00,
,2015,25 September 2015,29-08 feira,ALIMENTAÇÃO,140.00,
,2015,25 September 2015,26-08 aline,BELEZA,35.00,
,2015,25 September 2015,almoço reunião,LAZER,23.00,
,2015,25 September 2015,29-08 remédios,SAÚDE,49.00,
,2015,25 September 2015,PIC,INVESTIMENTO,82.00,
,2015,25 September 2015,net Flux,LAZER,17.00,
,2015,25 September 2015,aparelho de pressão  (1/4),EQUIPAMENTOS,31.50,
,2015,25 September 2015,filtro Europa,EQUIPAMENTOS,120.00,
,2015,25 September 2015,29-08 doces,FAST FOOD,13.00,
,2015,25 September 2015,doces,LAZER,24.00,
,2015,25 September 2015,padaria,ALIMENTAÇÃO,14.00,
,2015,25 September 2015,mercado,ALIMENTAÇÃO,23.00,
,2015,25 September 2015,05-09 feira,ALIMENTAÇÃO,96.00,
,2015,25 September 2015,07-09 vet puka (1/2),PET,107.00,
,2015,25 September 2015,08-09 coop puka,PET,50.00,
,2015,25 September 2015,08-09 gasolina,TRANSPORTE,90.00,
,2015,25 September 2015,10-09 óculos Aline,SAÚDE,25.00,
,2015,25 September 2015,12-09 feira,ALIMENTAÇÃO,75.00,
,2015,25 September 2015,cortina,EQUIPAMENTOS,18.00,
,2015,25 September 2015,remédio Aline  (1/3),SAÚDE,25.00,
,2015,25 September 2015,tapete cão,PET,60.00,
,2015,25 September 2015,manutenção corolla 190k (1/4),COROLLA,193.75,
,2015,24 September 2015,Poupa tempo,PAGAMENTOS,33.00,
,2015,23 September 2015,Seguro corolla (2/4),COROLLA,577.00,
,2015,23 September 2015,Lavagem carro,COROLLA,10.00,
,2015,21 September 2015,21-09 saque,PAGAMENTOS,40.00,
,2015,21 September 2015,luz,MORADIA,112.00,
,2015,17 September 2015,Empréstimo autêntica  (2/20),PAGAMENTOS,200.00,
,2015,16 September 2015,vigia,MORADIA,45.00,
,2015,15 September 2015,convênio,SAÚDE,228.00,
,2015,15 September 2015,tim aline,TELEFONIA,20.00,
,2015,15 September 2015,kung fu,EDUCAÇÃO,120.00,
,2015,10 September 2015,banco,PAGAMENTOS,45.00,
,2015,08 September 2015,uol aline fechamento,PAGAMENTOS,45.00,
,2015,08 September 2015,Claro fixo,TELEFONIA,32.00,
,2015,06 September 2015,Pastel,FAST FOOD,22.00,
,2015,05 September 2015,inglês,EDUCAÇÃO,100.00,
